rep_id,rep_name,territory_id,hcp_id,activity_type,activity_date,duration_minutes,samples_left,outcome
REP-021,Rahul Shetty,TER-08,HCP-0204,Visit,2025-01-08,26,15,Positive
REP-007,Sanjay Verma,TER-03,HCP-0098,Visit,2025-01-08,41,8,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0417,Sample Drop,2025-01-08,16,6,No Show
REP-007,Sanjay Verma,TER-03,HCP-0076,Phone Call,2025-01-08,32,0,Neutral
REP-006,Sunita Reddy,TER-02,HCP-0038,Visit,2025-01-08,51,12,Positive
REP-034,Varsha Roy,TER-14,HCP-0364,Visit,2025-01-08,47,8,No Show
REP-005,Vikram Singh,TER-02,HCP-0060,Phone Call,2025-01-08,21,0,Declined Meeting
REP-025,Gaurav Pandey,TER-10,HCP-0267,Visit,2025-01-08,57,12,Positive
REP-012,Pooja Iyer,TER-04,HCP-0128,Visit,2025-01-08,35,8,Follow-up Required
REP-018,Divya Bhat,TER-07,HCP-0189,Conference,2025-01-08,33,0,Neutral
REP-047,Gopal Srivastava,TER-19,HCP-0476,Visit,2025-01-08,40,10,Positive
REP-008,Kavita Nair,TER-03,HCP-0079,Virtual Meeting,2025-01-08,42,0,No Show
REP-047,Gopal Srivastava,TER-19,HCP-0468,Phone Call,2025-01-08,49,0,Positive
REP-026,Shruti Saxena,TER-10,HCP-0273,Conference,2025-01-08,60,0,Positive
REP-036,Tanvi Patil,TER-15,HCP-0394,Sample Drop,2025-01-08,46,11,Follow-up Required
REP-044,Heena Venkatesh,TER-18,HCP-0456,Sample Drop,2025-01-08,67,7,Neutral
REP-045,Mohan Narayan,TER-18,HCP-0438,Visit,2025-01-08,48,7,Neutral
REP-042,Chitra Krishnan,TER-17,HCP-0433,Sample Drop,2025-01-08,43,8,Follow-up Required
REP-025,Gaurav Pandey,TER-10,HCP-0272,Visit,2025-01-09,31,3,Neutral
REP-009,Deepak Joshi,TER-03,HCP-0076,Visit,2025-01-09,32,9,Neutral
REP-003,Amit Kumar,TER-01,HCP-0034,Sample Drop,2025-01-09,29,15,Neutral
REP-020,Sneha Deshmukh,TER-08,HCP-0213,Phone Call,2025-01-09,19,0,Declined Meeting
REP-024,Komal Dubey,TER-09,HCP-0221,Phone Call,2025-01-09,31,0,Follow-up Required
REP-033,Ajay Sen,TER-14,HCP-0359,Visit,2025-01-09,51,9,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0351,Visit,2025-01-09,57,10,No Show
REP-021,Rahul Shetty,TER-08,HCP-0204,Phone Call,2025-01-09,51,0,Neutral
REP-038,Smita Jain,TER-16,HCP-0411,Visit,2025-01-09,65,15,Follow-up Required
REP-044,Heena Venkatesh,TER-18,HCP-0443,Visit,2025-01-09,48,8,Follow-up Required
REP-021,Rahul Shetty,TER-08,HCP-0199,Visit,2025-01-09,49,3,Positive
REP-045,Mohan Narayan,TER-18,HCP-0438,Sample Drop,2025-01-09,58,8,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0298,Conference,2025-01-09,55,0,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0482,Virtual Meeting,2025-01-09,42,0,Neutral
REP-029,Siddharth Chopra,TER-12,HCP-0296,Phone Call,2025-01-09,39,0,Positive
REP-004,Neha Gupta,TER-02,HCP-0053,Phone Call,2025-01-09,43,0,Positive
REP-034,Varsha Roy,TER-14,HCP-0344,Sample Drop,2025-01-09,22,11,Neutral
REP-028,Pallavi Kapoor,TER-11,HCP-0291,Phone Call,2025-01-09,48,0,Follow-up Required
REP-050,Lakshmi Pillai,TER-20,HCP-0483,Visit,2025-01-09,28,11,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0426,Sample Drop,2025-01-09,22,9,Neutral
REP-034,Varsha Roy,TER-14,HCP-0352,Visit,2025-01-09,57,5,No Show
REP-013,Rohit Banerjee,TER-05,HCP-0151,Phone Call,2025-01-09,39,0,Follow-up Required
REP-037,Naveen Deshpande,TER-15,HCP-0388,Sample Drop,2025-01-09,33,10,Neutral
REP-041,Sameer Rajan,TER-17,HCP-0432,Sample Drop,2025-01-09,47,1,Neutral
REP-011,Arun Rao,TER-04,HCP-0110,Phone Call,2025-01-10,57,0,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0401,Phone Call,2025-01-10,31,0,No Show
REP-029,Siddharth Chopra,TER-12,HCP-0296,Virtual Meeting,2025-01-10,27,0,Positive
REP-007,Sanjay Verma,TER-03,HCP-0079,Sample Drop,2025-01-10,25,0,Positive
REP-021,Rahul Shetty,TER-08,HCP-0207,Sample Drop,2025-01-10,73,2,Positive
REP-045,Mohan Narayan,TER-18,HCP-0440,Sample Drop,2025-01-10,31,10,No Show
REP-044,Heena Venkatesh,TER-18,HCP-0444,Phone Call,2025-01-10,33,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0498,Phone Call,2025-01-10,25,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0286,Sample Drop,2025-01-10,33,7,Positive
REP-039,Pradeep Shah,TER-16,HCP-0403,Sample Drop,2025-01-10,30,7,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0214,Visit,2025-01-10,53,11,No Show
REP-031,Harsh Mukherjee,TER-13,HCP-0339,Phone Call,2025-01-10,37,0,Positive
REP-032,Aparna Chatterjee,TER-13,HCP-0329,Visit,2025-01-10,23,6,No Show
REP-020,Sneha Deshmukh,TER-08,HCP-0214,Visit,2025-01-10,43,4,Neutral
REP-009,Deepak Joshi,TER-03,HCP-0100,Phone Call,2025-01-10,46,0,Follow-up Required
REP-011,Arun Rao,TER-04,HCP-0102,Virtual Meeting,2025-01-10,21,0,Positive
REP-019,Vivek Kulkarni,TER-07,HCP-0179,Phone Call,2025-01-10,43,0,No Show
REP-021,Rahul Shetty,TER-08,HCP-0193,Virtual Meeting,2025-01-10,49,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0351,Conference,2025-01-10,26,0,Follow-up Required
REP-047,Gopal Srivastava,TER-19,HCP-0472,Sample Drop,2025-01-10,21,1,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0158,Phone Call,2025-01-10,69,0,Positive
REP-010,Anjali Mehta,TER-04,HCP-0108,Phone Call,2025-01-10,36,0,Follow-up Required
REP-029,Siddharth Chopra,TER-12,HCP-0297,Virtual Meeting,2025-01-10,24,0,Positive
REP-008,Kavita Nair,TER-03,HCP-0069,Phone Call,2025-01-10,50,0,Positive
REP-037,Naveen Deshpande,TER-15,HCP-0372,Sample Drop,2025-01-10,21,0,Follow-up Required
REP-037,Naveen Deshpande,TER-15,HCP-0373,Phone Call,2025-01-10,38,0,Declined Meeting
REP-002,Priya Patel,TER-01,HCP-0013,Sample Drop,2025-01-10,37,6,Positive
REP-046,Isha Prasad,TER-19,HCP-0458,Conference,2025-01-10,51,0,Neutral
REP-046,Isha Prasad,TER-19,HCP-0477,Phone Call,2025-01-10,41,0,Positive
REP-045,Mohan Narayan,TER-18,HCP-0438,Visit,2025-01-11,23,11,Positive
REP-024,Komal Dubey,TER-09,HCP-0241,Virtual Meeting,2025-01-11,45,0,Follow-up Required
REP-015,Nikhil Mishra,TER-06,HCP-0161,Visit,2025-01-11,38,12,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0168,Visit,2025-01-11,38,11,Positive
REP-033,Ajay Sen,TER-14,HCP-0352,Sample Drop,2025-01-11,21,1,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0219,Phone Call,2025-01-11,35,0,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0496,Conference,2025-01-11,34,0,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0222,Phone Call,2025-01-11,30,0,Follow-up Required
REP-031,Harsh Mukherjee,TER-13,HCP-0323,Virtual Meeting,2025-01-11,37,0,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0162,Visit,2025-01-11,49,14,Neutral
REP-024,Komal Dubey,TER-09,HCP-0220,Conference,2025-01-11,28,0,Positive
REP-021,Rahul Shetty,TER-08,HCP-0208,Visit,2025-01-11,48,0,Neutral
REP-035,Ravi Ghosh,TER-14,HCP-0345,Visit,2025-01-11,23,3,Positive
REP-001,Rajesh Sharma,TER-01,HCP-0002,Phone Call,2025-01-11,29,0,Positive
REP-046,Isha Prasad,TER-19,HCP-0475,Visit,2025-01-11,24,11,Positive
REP-045,Mohan Narayan,TER-18,HCP-0442,Virtual Meeting,2025-01-13,36,0,No Show
REP-048,Kalpana Khanna,TER-20,HCP-0494,Conference,2025-01-13,43,0,No Show
REP-044,Heena Venkatesh,TER-18,HCP-0447,Phone Call,2025-01-13,33,0,Positive
REP-018,Divya Bhat,TER-07,HCP-0178,Phone Call,2025-01-13,39,0,Neutral
REP-046,Isha Prasad,TER-19,HCP-0461,Phone Call,2025-01-13,44,0,Neutral
REP-038,Smita Jain,TER-16,HCP-0406,Conference,2025-01-13,38,0,Positive
REP-036,Tanvi Patil,TER-15,HCP-0384,Sample Drop,2025-01-13,32,9,Follow-up Required
REP-046,Isha Prasad,TER-19,HCP-0458,Sample Drop,2025-01-13,45,12,Neutral
REP-043,Arjun Subramaniam,TER-17,HCP-0432,Visit,2025-01-13,46,8,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0397,Conference,2025-01-13,56,0,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0490,Visit,2025-01-13,30,3,Positive
REP-002,Priya Patel,TER-01,HCP-0026,Virtual Meeting,2025-01-13,25,0,Positive
REP-012,Pooja Iyer,TER-04,HCP-0113,Conference,2025-01-13,44,0,Follow-up Required
REP-015,Nikhil Mishra,TER-06,HCP-0162,Phone Call,2025-01-13,45,0,Follow-up Required
REP-048,Kalpana Khanna,TER-20,HCP-0499,Phone Call,2025-01-13,48,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0499,Visit,2025-01-13,60,2,Follow-up Required
REP-032,Aparna Chatterjee,TER-13,HCP-0322,Visit,2025-01-13,22,1,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0446,Virtual Meeting,2025-01-13,35,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0035,Visit,2025-01-13,70,12,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0227,Visit,2025-01-14,25,10,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0241,Phone Call,2025-01-14,52,0,No Show
REP-029,Siddharth Chopra,TER-12,HCP-0314,Visit,2025-01-14,37,1,No Show
REP-020,Sneha Deshmukh,TER-08,HCP-0191,Visit,2025-01-14,54,8,No Show
REP-033,Ajay Sen,TER-14,HCP-0361,Phone Call,2025-01-14,48,0,Positive
REP-012,Pooja Iyer,TER-04,HCP-0127,Visit,2025-01-14,33,12,Positive
REP-026,Shruti Saxena,TER-10,HCP-0266,Conference,2025-01-14,42,0,No Show
REP-007,Sanjay Verma,TER-03,HCP-0097,Sample Drop,2025-01-14,59,3,Neutral
REP-040,Bhavna Thakur,TER-16,HCP-0407,Phone Call,2025-01-14,32,0,Neutral
REP-035,Ravi Ghosh,TER-14,HCP-0349,Visit,2025-01-14,59,1,Neutral
REP-037,Naveen Deshpande,TER-15,HCP-0392,Sample Drop,2025-01-14,36,5,Positive
REP-036,Tanvi Patil,TER-15,HCP-0384,Visit,2025-01-14,38,6,Neutral
REP-023,Pranav Tiwari,TER-09,HCP-0239,Sample Drop,2025-01-14,33,1,Neutral
REP-032,Aparna Chatterjee,TER-13,HCP-0342,Phone Call,2025-01-14,60,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0286,Conference,2025-01-14,52,0,Neutral
REP-012,Pooja Iyer,TER-04,HCP-0123,Visit,2025-01-15,35,3,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0297,Visit,2025-01-15,58,12,No Show
REP-048,Kalpana Khanna,TER-20,HCP-0494,Virtual Meeting,2025-01-15,26,0,Neutral
REP-011,Arun Rao,TER-04,HCP-0120,Conference,2025-01-15,48,0,Positive
REP-031,Harsh Mukherjee,TER-13,HCP-0319,Virtual Meeting,2025-01-15,60,0,Positive
REP-008,Kavita Nair,TER-03,HCP-0093,Phone Call,2025-01-15,39,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0346,Sample Drop,2025-01-15,15,3,Neutral
REP-012,Pooja Iyer,TER-04,HCP-0116,Visit,2025-01-15,57,0,Neutral
REP-012,Pooja Iyer,TER-04,HCP-0114,Visit,2025-01-15,45,4,Neutral
REP-009,Deepak Joshi,TER-03,HCP-0089,Visit,2025-01-15,55,1,Neutral
REP-026,Shruti Saxena,TER-10,HCP-0247,Virtual Meeting,2025-01-15,46,0,Follow-up Required
REP-026,Shruti Saxena,TER-10,HCP-0273,Virtual Meeting,2025-01-15,37,0,Neutral
REP-004,Neha Gupta,TER-02,HCP-0058,Visit,2025-01-15,52,9,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0309,Conference,2025-01-15,51,0,No Show
REP-038,Smita Jain,TER-16,HCP-0415,Sample Drop,2025-01-15,44,13,Neutral
REP-045,Mohan Narayan,TER-18,HCP-0457,Visit,2025-01-15,24,3,Neutral
REP-031,Harsh Mukherjee,TER-13,HCP-0323,Phone Call,2025-01-16,56,0,Neutral
REP-002,Priya Patel,TER-01,HCP-0001,Phone Call,2025-01-16,52,0,Follow-up Required
REP-033,Ajay Sen,TER-14,HCP-0359,Virtual Meeting,2025-01-16,55,0,Positive
REP-032,Aparna Chatterjee,TER-13,HCP-0337,Phone Call,2025-01-16,19,0,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0298,Visit,2025-01-16,30,9,Neutral
REP-041,Sameer Rajan,TER-17,HCP-0432,Visit,2025-01-16,46,11,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0162,Phone Call,2025-01-16,51,0,Positive
REP-011,Arun Rao,TER-04,HCP-0120,Visit,2025-01-16,22,9,Neutral
REP-021,Rahul Shetty,TER-08,HCP-0211,Sample Drop,2025-01-16,63,3,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0357,Visit,2025-01-16,19,10,Positive
REP-009,Deepak Joshi,TER-03,HCP-0071,Virtual Meeting,2025-01-16,55,0,Positive
REP-010,Anjali Mehta,TER-04,HCP-0104,Virtual Meeting,2025-01-16,48,0,Positive
REP-039,Pradeep Shah,TER-16,HCP-0403,Visit,2025-01-16,48,10,Positive
REP-041,Sameer Rajan,TER-17,HCP-0425,Conference,2025-01-16,36,0,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0197,Sample Drop,2025-01-16,35,7,Neutral
REP-024,Komal Dubey,TER-09,HCP-0232,Visit,2025-01-16,60,2,Positive
REP-030,Rashmi Bose,TER-12,HCP-0304,Visit,2025-01-16,53,8,Neutral
REP-031,Harsh Mukherjee,TER-13,HCP-0331,Sample Drop,2025-01-16,17,8,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0495,Phone Call,2025-01-16,72,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0346,Phone Call,2025-01-17,54,0,Positive
REP-002,Priya Patel,TER-01,HCP-0027,Conference,2025-01-17,50,0,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0197,Virtual Meeting,2025-01-17,22,0,Positive
REP-045,Mohan Narayan,TER-18,HCP-0454,Phone Call,2025-01-17,20,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0031,Sample Drop,2025-01-17,75,9,Neutral
REP-044,Heena Venkatesh,TER-18,HCP-0437,Visit,2025-01-17,74,8,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0411,Virtual Meeting,2025-01-17,59,0,No Show
REP-019,Vivek Kulkarni,TER-07,HCP-0188,Visit,2025-01-17,50,5,No Show
REP-038,Smita Jain,TER-16,HCP-0410,Visit,2025-01-17,52,12,Positive
REP-007,Sanjay Verma,TER-03,HCP-0079,Phone Call,2025-01-17,49,0,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0405,Sample Drop,2025-01-17,61,1,Follow-up Required
REP-029,Siddharth Chopra,TER-12,HCP-0298,Phone Call,2025-01-17,39,0,Follow-up Required
REP-013,Rohit Banerjee,TER-05,HCP-0151,Virtual Meeting,2025-01-17,28,0,Positive
REP-024,Komal Dubey,TER-09,HCP-0233,Virtual Meeting,2025-01-17,35,0,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0304,Phone Call,2025-01-17,60,0,No Show
REP-034,Varsha Roy,TER-14,HCP-0357,Conference,2025-01-18,21,0,Follow-up Required
REP-038,Smita Jain,TER-16,HCP-0412,Visit,2025-01-18,27,0,Declined Meeting
REP-045,Mohan Narayan,TER-18,HCP-0439,Virtual Meeting,2025-01-18,23,0,Positive
REP-025,Gaurav Pandey,TER-10,HCP-0255,Visit,2025-01-18,56,7,No Show
REP-033,Ajay Sen,TER-14,HCP-0356,Conference,2025-01-18,32,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0441,Visit,2025-01-18,37,13,Positive
REP-013,Rohit Banerjee,TER-05,HCP-0131,Phone Call,2025-01-18,47,0,No Show
REP-036,Tanvi Patil,TER-15,HCP-0373,Conference,2025-01-18,42,0,Declined Meeting
REP-025,Gaurav Pandey,TER-10,HCP-0251,Visit,2025-01-18,40,3,Positive
REP-008,Kavita Nair,TER-03,HCP-0076,Virtual Meeting,2025-01-18,21,0,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0483,Visit,2025-01-18,56,0,Declined Meeting
REP-003,Amit Kumar,TER-01,HCP-0035,Phone Call,2025-01-18,63,0,Positive
REP-007,Sanjay Verma,TER-03,HCP-0077,Conference,2025-01-18,33,0,Neutral
REP-047,Gopal Srivastava,TER-19,HCP-0464,Visit,2025-01-20,54,11,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0162,Phone Call,2025-01-20,30,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0454,Visit,2025-01-20,31,8,Positive
REP-003,Amit Kumar,TER-01,HCP-0035,Conference,2025-01-20,29,0,Positive
REP-002,Priya Patel,TER-01,HCP-0001,Sample Drop,2025-01-20,33,11,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0486,Visit,2025-01-20,56,7,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0348,Sample Drop,2025-01-20,20,8,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0161,Virtual Meeting,2025-01-20,38,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0439,Virtual Meeting,2025-01-20,40,0,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0236,Conference,2025-01-20,44,0,Neutral
REP-033,Ajay Sen,TER-14,HCP-0359,Sample Drop,2025-01-20,54,2,Neutral
REP-014,Meera Das,TER-05,HCP-0130,Phone Call,2025-01-20,23,0,Positive
REP-014,Meera Das,TER-05,HCP-0149,Visit,2025-01-20,28,8,Neutral
REP-020,Sneha Deshmukh,TER-08,HCP-0214,Visit,2025-01-20,39,3,Neutral
REP-041,Sameer Rajan,TER-17,HCP-0416,Sample Drop,2025-01-20,56,8,Positive
REP-003,Amit Kumar,TER-01,HCP-0023,Sample Drop,2025-01-20,31,12,Positive
REP-031,Harsh Mukherjee,TER-13,HCP-0323,Sample Drop,2025-01-20,51,3,Neutral
REP-027,Kiran Malhotra,TER-11,HCP-0295,Visit,2025-01-20,21,5,Neutral
REP-025,Gaurav Pandey,TER-10,HCP-0242,Visit,2025-01-20,35,4,Positive
REP-017,Anand Yadav,TER-06,HCP-0163,Visit,2025-01-20,47,2,Follow-up Required
REP-018,Divya Bhat,TER-07,HCP-0174,Phone Call,2025-01-20,11,0,Follow-up Required
REP-007,Sanjay Verma,TER-03,HCP-0079,Visit,2025-01-21,22,8,Neutral
REP-027,Kiran Malhotra,TER-11,HCP-0290,Visit,2025-01-21,21,11,Positive
REP-004,Neha Gupta,TER-02,HCP-0058,Visit,2025-01-21,71,5,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0396,Virtual Meeting,2025-01-21,72,0,Positive
REP-028,Pallavi Kapoor,TER-11,HCP-0291,Visit,2025-01-21,14,6,Declined Meeting
REP-006,Sunita Reddy,TER-02,HCP-0043,Phone Call,2025-01-21,39,0,Neutral
REP-022,Shreya Menon,TER-09,HCP-0222,Visit,2025-01-21,17,0,Declined Meeting
REP-046,Isha Prasad,TER-19,HCP-0474,Visit,2025-01-21,26,0,Neutral
REP-021,Rahul Shetty,TER-08,HCP-0196,Conference,2025-01-21,49,0,No Show
REP-015,Nikhil Mishra,TER-06,HCP-0168,Phone Call,2025-01-21,44,0,Neutral
REP-031,Harsh Mukherjee,TER-13,HCP-0317,Phone Call,2025-01-21,21,0,Neutral
REP-014,Meera Das,TER-05,HCP-0151,Conference,2025-01-21,34,0,Follow-up Required
REP-035,Ravi Ghosh,TER-14,HCP-0345,Virtual Meeting,2025-01-21,16,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0023,Phone Call,2025-01-21,26,0,Positive
REP-030,Rashmi Bose,TER-12,HCP-0304,Visit,2025-01-21,22,4,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0483,Phone Call,2025-01-21,67,0,Follow-up Required
REP-036,Tanvi Patil,TER-15,HCP-0369,Visit,2025-01-21,31,2,Positive
REP-003,Amit Kumar,TER-01,HCP-0022,Visit,2025-01-21,60,1,Positive
REP-048,Kalpana Khanna,TER-20,HCP-0496,Sample Drop,2025-01-21,33,2,Neutral
REP-004,Neha Gupta,TER-02,HCP-0037,Visit,2025-01-21,36,10,Positive
REP-043,Arjun Subramaniam,TER-17,HCP-0432,Phone Call,2025-01-22,37,0,Positive
REP-013,Rohit Banerjee,TER-05,HCP-0143,Virtual Meeting,2025-01-22,23,0,Positive
REP-017,Anand Yadav,TER-06,HCP-0159,Visit,2025-01-22,15,0,Declined Meeting
REP-049,Tarun Agarwal,TER-20,HCP-0492,Sample Drop,2025-01-22,38,4,Follow-up Required
REP-011,Arun Rao,TER-04,HCP-0120,Visit,2025-01-22,27,1,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0281,Virtual Meeting,2025-01-22,35,0,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0212,Conference,2025-01-22,50,0,Positive
REP-009,Deepak Joshi,TER-03,HCP-0071,Visit,2025-01-22,44,4,Neutral
REP-014,Meera Das,TER-05,HCP-0149,Sample Drop,2025-01-22,31,12,Positive
REP-040,Bhavna Thakur,TER-16,HCP-0407,Visit,2025-01-22,15,2,Positive
REP-041,Sameer Rajan,TER-17,HCP-0423,Virtual Meeting,2025-01-22,54,0,Positive
REP-011,Arun Rao,TER-04,HCP-0110,Visit,2025-01-22,49,6,Positive
REP-004,Neha Gupta,TER-02,HCP-0037,Sample Drop,2025-01-22,74,2,Positive
REP-041,Sameer Rajan,TER-17,HCP-0425,Phone Call,2025-01-22,22,0,Neutral
REP-026,Shruti Saxena,TER-10,HCP-0246,Visit,2025-01-22,39,10,Declined Meeting
REP-020,Sneha Deshmukh,TER-08,HCP-0212,Conference,2025-01-22,35,0,Neutral
REP-023,Pranav Tiwari,TER-09,HCP-0239,Sample Drop,2025-01-22,59,10,Follow-up Required
REP-013,Rohit Banerjee,TER-05,HCP-0145,Visit,2025-01-22,39,0,Neutral
REP-022,Shreya Menon,TER-09,HCP-0238,Conference,2025-01-23,30,0,Follow-up Required
REP-023,Pranav Tiwari,TER-09,HCP-0227,Sample Drop,2025-01-23,26,8,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0486,Conference,2025-01-23,65,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0033,Conference,2025-01-23,66,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0496,Visit,2025-01-23,57,14,Positive
REP-016,Swati Chauhan,TER-06,HCP-0158,Phone Call,2025-01-23,24,0,No Show
REP-033,Ajay Sen,TER-14,HCP-0358,Phone Call,2025-01-23,52,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0489,Phone Call,2025-01-23,27,0,Neutral
REP-020,Sneha Deshmukh,TER-08,HCP-0205,Sample Drop,2025-01-23,38,8,Positive
REP-008,Kavita Nair,TER-03,HCP-0071,Visit,2025-01-23,35,12,Positive
REP-032,Aparna Chatterjee,TER-13,HCP-0317,Conference,2025-01-23,54,0,Neutral
REP-011,Arun Rao,TER-04,HCP-0107,Phone Call,2025-01-23,55,0,Neutral
REP-038,Smita Jain,TER-16,HCP-0398,Visit,2025-01-23,40,6,Follow-up Required
REP-043,Arjun Subramaniam,TER-17,HCP-0428,Sample Drop,2025-01-23,34,4,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0425,Visit,2025-01-23,38,12,Neutral
REP-006,Sunita Reddy,TER-02,HCP-0059,Visit,2025-01-23,59,6,Positive
REP-038,Smita Jain,TER-16,HCP-0410,Sample Drop,2025-01-23,41,8,Positive
REP-041,Sameer Rajan,TER-17,HCP-0417,Phone Call,2025-01-23,42,0,Positive
REP-013,Rohit Banerjee,TER-05,HCP-0151,Visit,2025-01-23,39,8,No Show
REP-010,Anjali Mehta,TER-04,HCP-0102,Visit,2025-01-23,41,12,Follow-up Required
REP-037,Naveen Deshpande,TER-15,HCP-0371,Visit,2025-01-24,38,0,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0160,Visit,2025-01-24,46,6,Neutral
REP-009,Deepak Joshi,TER-03,HCP-0083,Phone Call,2025-01-24,58,0,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0397,Visit,2025-01-24,28,14,Positive
REP-036,Tanvi Patil,TER-15,HCP-0368,Phone Call,2025-01-24,37,0,Neutral
REP-002,Priya Patel,TER-01,HCP-0029,Visit,2025-01-24,42,4,Positive
REP-038,Smita Jain,TER-16,HCP-0398,Visit,2025-01-24,54,3,Positive
REP-031,Harsh Mukherjee,TER-13,HCP-0331,Virtual Meeting,2025-01-24,47,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0032,Virtual Meeting,2025-01-24,72,0,Follow-up Required
REP-029,Siddharth Chopra,TER-12,HCP-0297,Sample Drop,2025-01-24,51,8,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0161,Visit,2025-01-24,64,8,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0415,Phone Call,2025-01-24,65,0,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0219,Conference,2025-01-24,56,0,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0485,Visit,2025-01-24,59,3,Declined Meeting
REP-023,Pranav Tiwari,TER-09,HCP-0223,Conference,2025-01-24,27,0,Neutral
REP-031,Harsh Mukherjee,TER-13,HCP-0336,Visit,2025-01-25,27,9,Neutral
REP-001,Rajesh Sharma,TER-01,HCP-0002,Phone Call,2025-01-25,44,0,Positive
REP-002,Priya Patel,TER-01,HCP-0004,Visit,2025-01-25,31,9,Positive
REP-039,Pradeep Shah,TER-16,HCP-0406,Virtual Meeting,2025-01-25,71,0,Positive
REP-021,Rahul Shetty,TER-08,HCP-0196,Visit,2025-01-25,52,10,Positive
REP-047,Gopal Srivastava,TER-19,HCP-0468,Visit,2025-01-25,29,12,No Show
REP-046,Isha Prasad,TER-19,HCP-0468,Phone Call,2025-01-25,60,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0447,Visit,2025-01-25,58,8,Positive
REP-014,Meera Das,TER-05,HCP-0130,Virtual Meeting,2025-01-25,45,0,Positive
REP-047,Gopal Srivastava,TER-19,HCP-0479,Visit,2025-01-25,49,0,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0482,Visit,2025-01-25,49,12,Positive
REP-019,Vivek Kulkarni,TER-07,HCP-0186,Phone Call,2025-01-25,24,0,Positive
REP-002,Priya Patel,TER-01,HCP-0031,Visit,2025-01-25,52,5,Neutral
REP-016,Swati Chauhan,TER-06,HCP-0158,Conference,2025-01-25,25,0,Neutral
REP-003,Amit Kumar,TER-01,HCP-0034,Conference,2025-01-25,46,0,Neutral
